id,subject_id,subject_name,teaching_method_code,teaching_method_name,teaching_method_pred,conduct_score_pred,severity_level,reason_text,solution_text
2979,INF0433,Nhập môn lập trình,TM14,Giải quyết vấn đề (Problem Solving),0.8703,0.4228,Trung bình,[INF0433 - Nhập môn lập trình] Tiến độ nhóm chậm,Mốc tiến độ rõ ràng
2980,INF0137,Đồ án tốt nghiệp (**),TM14,Giải quyết vấn đề (Problem Solving),0.4392,0.4965,Trung bình,[INF0137 - Đồ án tốt nghiệp (**)] Thiếu phản hồi từ giảng viên,Giám sát tiến độ online
2981,INF0802,Giới thiệu ngành và Kỹ năng nghề nghiệp,TM14,Giải quyết vấn đề (Problem Solving),0.7427,0.5049,Trung bình,[INF0802 - Giới thiệu ngành và Kỹ năng nghề nghiệp] Phân công chưa rõ,Mốc tiến độ rõ ràng
2982,INF1473,Học sâu,TM14,Giải quyết vấn đề (Problem Solving),0.6898,0.8056,Thấp,[INF1473 - Học sâu] Phân công chưa rõ,Mốc tiến độ rõ ràng
2983,INF0912,An ninh mạng,TM14,Giải quyết vấn đề (Problem Solving),0.4509,0.684,Thấp,[INF0912 - An ninh mạng] Tiến độ nhóm chậm,Giám sát tiến độ online
2984,INF1433,Thiết kế minh hoạ,TM14,Giải quyết vấn đề (Problem Solving),0.6167,0.0552,Cao,[INF1433 - Thiết kế minh hoạ] Tiến độ nhóm chậm,Tổ chức trình bày giữa kỳ
2985,INF1443,Thiết kế UX/UI,TM14,Giải quyết vấn đề (Problem Solving),0.8243,0.4215,Trung bình,[INF1443 - Thiết kế UX/UI] Tiến độ nhóm chậm,Giám sát tiến độ online
2986,INF1443,Thiết kế UX/UI,TM14,Giải quyết vấn đề (Problem Solving),0.876,0.2872,Cao,[INF1443 - Thiết kế UX/UI] Phân công chưa rõ,Mốc tiến độ rõ ràng
2987,SKI0011,Kỹ năng thuyết trình,TM14,Giải quyết vấn đề (Problem Solving),0.7433,0.6477,Thấp,[SKI0011 - Kỹ năng thuyết trình] Thiếu phản hồi từ giảng viên,Mốc tiến độ rõ ràng
2988,INF1403,Anh văn chuyên ngành CNTT,TM14,Giải quyết vấn đề (Problem Solving),0.4744,0.6187,Thấp,[INF1403 - Anh văn chuyên ngành CNTT] Phân công chưa rõ,Giám sát tiến độ online
2989,INF1383,Tin học cơ sở (Introduction to Informatics),TM14,Giải quyết vấn đề (Problem Solving),0.9834,0.632,Thấp,[INF1383 - Tin học cơ sở (Introduction to Informatics)] Tiến độ nhóm chậm,Tổ chức trình bày giữa kỳ
2990,INF1353,Phát triển ứng dụng Thực tế ảo,TM14,Giải quyết vấn đề (Problem Solving),0.7741,0.4907,Trung bình,[INF1353 - Phát triển ứng dụng Thực tế ảo] Tiến độ nhóm chậm,Mốc tiến độ rõ ràng
2991,INF1463,Khai phá dữ liệu,TM14,Giải quyết vấn đề (Problem Solving),0.5522,0.6564,Thấp,[INF1463 - Khai phá dữ liệu] Thiếu phản hồi từ giảng viên,Tổ chức trình bày giữa kỳ
2992,INF0983,Nhập môn khoa học dữ liệu,TM14,Giải quyết vấn đề (Problem Solving),1.0,0.7298,Thấp,[INF0983 - Nhập môn khoa học dữ liệu] Thiếu phản hồi từ giảng viên,Tổ chức trình bày giữa kỳ
2993,INF1443,Thiết kế UX/UI,TM14,Giải quyết vấn đề (Problem Solving),0.5814,0.1763,Cao,[INF1443 - Thiết kế UX/UI] Tiến độ nhóm chậm,Tổ chức trình bày giữa kỳ
2994,INF0992,Công nghệ IoT,TM14,Giải quyết vấn đề (Problem Solving),0.4806,0.8131,Thấp,[INF0992 - Công nghệ IoT] Tiến độ nhóm chậm,Mốc tiến độ rõ ràng
2995,INF0802,Giới thiệu ngành và Kỹ năng nghề nghiệp,TM14,Giải quyết vấn đề (Problem Solving),0.7913,0.5323,Trung bình,[INF0802 - Giới thiệu ngành và Kỹ năng nghề nghiệp] Tiến độ nhóm chậm,Giám sát tiến độ online
2996,INF1003,Điện toán đám mây,TM14,Giải quyết vấn đề (Problem Solving),0.8295,0.3543,Trung bình,[INF1003 - Điện toán đám mây] Thiếu phản hồi từ giảng viên,Mốc tiến độ rõ ràng
2997,INF1063,Học máy (Machine Learning),TM14,Giải quyết vấn đề (Problem Solving),0.6252,0.721,Thấp,[INF1063 - Học máy (Machine Learning)] Thiếu phản hồi từ giảng viên,Tổ chức trình bày giữa kỳ
2998,INF1263,Kiểm thử phần mềm,TM14,Giải quyết vấn đề (Problem Solving),0.4774,0.3648,Trung bình,[INF1263 - Kiểm thử phần mềm] Thiếu phản hồi từ giảng viên,Tổ chức trình bày giữa kỳ
2999,SKI0091,Kỹ năng khởi nghiệp,TM14,Giải quyết vấn đề (Problem Solving),0.8792,0.5848,Trung bình,[SKI0091 - Kỹ năng khởi nghiệp] Thiếu phản hồi từ giảng viên,Giám sát tiến độ online
3000,INF0912,An ninh mạng,TM14,Giải quyết vấn đề (Problem Solving),0.4987,0.4856,Trung bình,[INF0912 - An ninh mạng] Phân công chưa rõ,Giám sát tiến độ online
3001,INF1522,Dự án nghề cơ bản,TM14,Giải quyết vấn đề (Problem Solving),0.9886,0.7125,Thấp,[INF1522 - Dự án nghề cơ bản] Thiếu phản hồi từ giảng viên,Giám sát tiến độ online
3002,INF1213,Robot công nghiệp,TM14,Giải quyết vấn đề (Problem Solving),0.6343,0.3504,Trung bình,[INF1213 - Robot công nghiệp] Thiếu phản hồi từ giảng viên,Mốc tiến độ rõ ràng
3003,INF1203,Hệ thống thông minh,TM14,Giải quyết vấn đề (Problem Solving),0.6801,0.2942,Cao,[INF1203 - Hệ thống thông minh] Phân công chưa rõ,Mốc tiến độ rõ ràng
3004,INF1463,Khai phá dữ liệu,TM14,Giải quyết vấn đề (Problem Solving),0.6124,0.0571,Cao,[INF1463 - Khai phá dữ liệu] Thiếu phản hồi từ giảng viên,Giám sát tiến độ online
3005,SKI0091,Kỹ năng khởi nghiệp,TM14,Giải quyết vấn đề (Problem Solving),0.6961,0.2655,Cao,[SKI0091 - Kỹ năng khởi nghiệp] Tiến độ nhóm chậm,Mốc tiến độ rõ ràng
3006,INF1453,Đồ họa máy tính,TM14,Giải quyết vấn đề (Problem Solving),0.4975,0.4889,Trung bình,[INF1453 - Đồ họa máy tính] Tiến độ nhóm chậm,Giám sát tiến độ online
3007,INF0983,Nhập môn khoa học dữ liệu,TM14,Giải quyết vấn đề (Problem Solving),0.441,0.5385,Trung bình,[INF0983 - Nhập môn khoa học dữ liệu] Tiến độ nhóm chậm,Giám sát tiến độ online
3008,PLO0052,Kinh tế chính trị Mác - Lênin,TM14,Giải quyết vấn đề (Problem Solving),0.6864,0.2267,Cao,[PLO0052 - Kinh tế chính trị Mác - Lênin] Tiến độ nhóm chậm,Tổ chức trình bày giữa kỳ
3009,INF1003,Điện toán đám mây,TM14,Giải quyết vấn đề (Problem Solving),0.8151,0.138,Cao,[INF1003 - Điện toán đám mây] Tiến độ nhóm chậm,Mốc tiến độ rõ ràng
3010,SKI0091,Kỹ năng khởi nghiệp,TM14,Giải quyết vấn đề (Problem Solving),0.3249,0.0308,Cao,[SKI0091 - Kỹ năng khởi nghiệp] Thiếu phản hồi từ giảng viên,Giám sát tiến độ online
3011,INF1293,Phân tích dữ liệu lớn,TM14,Giải quyết vấn đề (Problem Solving),0.9538,0.7785,Thấp,[INF1293 - Phân tích dữ liệu lớn] Tiến độ nhóm chậm,Tổ chức trình bày giữa kỳ
3012,INF0983,Nhập môn khoa học dữ liệu,TM14,Giải quyết vấn đề (Problem Solving),0.7609,0.2318,Cao,[INF0983 - Nhập môn khoa học dữ liệu] Phân công chưa rõ,Mốc tiến độ rõ ràng
3013,INF0243,Lập trình web (Backend),TM14,Giải quyết vấn đề (Problem Solving),0.5849,0.7132,Thấp,[INF0243 - Lập trình web (Backend)] Tiến độ nhóm chậm,Tổ chức trình bày giữa kỳ
3014,INF0243,Lập trình web (Backend),TM14,Giải quyết vấn đề (Problem Solving),1.0,0.2491,Cao,[INF0243 - Lập trình web (Backend)] Thiếu phản hồi từ giảng viên,Giám sát tiến độ online
3015,INF1213,Robot công nghiệp,TM14,Giải quyết vấn đề (Problem Solving),0.2832,0.4906,Trung bình,[INF1213 - Robot công nghiệp] Thiếu phản hồi từ giảng viên,Mốc tiến độ rõ ràng
3016,PLO0032,Tư tưởng Hồ Chí Minh,TM14,Giải quyết vấn đề (Problem Solving),0.7915,0.4294,Trung bình,[PLO0032 - Tư tưởng Hồ Chí Minh] Thiếu phản hồi từ giảng viên,Tổ chức trình bày giữa kỳ
3017,INF0203,Lập trình hướng đối tượng và ứng dụng,TM14,Giải quyết vấn đề (Problem Solving),0.392,0.2538,Cao,[INF0203 - Lập trình hướng đối tượng và ứng dụng] Tiến độ nhóm chậm,Giám sát tiến độ online
3018,INF1532,Dự án nghề nâng cao,TM14,Giải quyết vấn đề (Problem Solving),0.2473,0.8183,Thấp,[INF1532 - Dự án nghề nâng cao] Phân công chưa rõ,Tổ chức trình bày giữa kỳ
3019,INF1353,Phát triển ứng dụng Thực tế ảo,TM14,Giải quyết vấn đề (Problem Solving),0.6085,0.4493,Trung bình,[INF1353 - Phát triển ứng dụng Thực tế ảo] Phân công chưa rõ,Tổ chức trình bày giữa kỳ
3020,INF1493,Thiết kế đồ họa,TM14,Giải quyết vấn đề (Problem Solving),0.6258,0.4597,Trung bình,[INF1493 - Thiết kế đồ họa] Tiến độ nhóm chậm,Mốc tiến độ rõ ràng
3021,BSC0092,Phương pháp luận nghiên cứu khoa học,TM14,Giải quyết vấn đề (Problem Solving),0.6712,0.6998,Thấp,[BSC0092 - Phương pháp luận nghiên cứu khoa học] Phân công chưa rõ,Giám sát tiến độ online
3022,INF0653,Kiến trúc phần mềm hiện đại,TM14,Giải quyết vấn đề (Problem Solving),0.7807,0.5011,Trung bình,[INF0653 - Kiến trúc phần mềm hiện đại] Thiếu phản hồi từ giảng viên,Giám sát tiến độ online
3023,PLO0043,Triết học Mác - Lênin,TM14,Giải quyết vấn đề (Problem Solving),0.5826,0.5649,Trung bình,[PLO0043 - Triết học Mác - Lênin] Tiến độ nhóm chậm,Giám sát tiến độ online
3024,INF0823,Thiết kế web (frontend),TM14,Giải quyết vấn đề (Problem Solving),0.6184,0.5443,Trung bình,[INF0823 - Thiết kế web (frontend)] Tiến độ nhóm chậm,Giám sát tiến độ online
3025,INF1073,Xử lý ngôn ngữ tự nhiên,TM14,Giải quyết vấn đề (Problem Solving),0.5392,0.5382,Trung bình,[INF1073 - Xử lý ngôn ngữ tự nhiên] Phân công chưa rõ,Giám sát tiến độ online
3026,INF0303,Lập trình trên thiết bị di động,TM14,Giải quyết vấn đề (Problem Solving),0.6079,0.1959,Cao,[INF0303 - Lập trình trên thiết bị di động] Phân công chưa rõ,Tổ chức trình bày giữa kỳ
3027,INF1003,Điện toán đám mây,TM14,Giải quyết vấn đề (Problem Solving),0.9214,0.387,Trung bình,[INF1003 - Điện toán đám mây] Thiếu phản hồi từ giảng viên,Mốc tiến độ rõ ràng
3028,INF1393,Kiến trúc máy tính,TM14,Giải quyết vấn đề (Problem Solving),0.6188,0.4735,Trung bình,[INF1393 - Kiến trúc máy tính] Thiếu phản hồi từ giảng viên,Mốc tiến độ rõ ràng
3029,INF0653,Kiến trúc phần mềm hiện đại,TM14,Giải quyết vấn đề (Problem Solving),0.6023,0.3808,Trung bình,[INF0653 - Kiến trúc phần mềm hiện đại] Phân công chưa rõ,Giám sát tiến độ online
3030,INF0243,Lập trình web (Backend),TM14,Giải quyết vấn đề (Problem Solving),0.6294,0.4568,Trung bình,[INF0243 - Lập trình web (Backend)] Thiếu phản hồi từ giảng viên,Tổ chức trình bày giữa kỳ
3031,INF1473,Học sâu,TM14,Giải quyết vấn đề (Problem Solving),0.7531,0.7643,Thấp,[INF1473 - Học sâu] Thiếu phản hồi từ giảng viên,Giám sát tiến độ online
3032,INF1403,Anh văn chuyên ngành CNTT,TM14,Giải quyết vấn đề (Problem Solving),0.8395,0.519,Trung bình,[INF1403 - Anh văn chuyên ngành CNTT] Phân công chưa rõ,Tổ chức trình bày giữa kỳ
3033,INF0433,Nhập môn lập trình,TM14,Giải quyết vấn đề (Problem Solving),0.484,0.1542,Cao,[INF0433 - Nhập môn lập trình] Phân công chưa rõ,Tổ chức trình bày giữa kỳ
3034,INF0653,Kiến trúc phần mềm hiện đại,TM14,Giải quyết vấn đề (Problem Solving),0.7374,0.5829,Trung bình,[INF0653 - Kiến trúc phần mềm hiện đại] Phân công chưa rõ,Giám sát tiến độ online
3035,INF0303,Lập trình trên thiết bị di động,TM14,Giải quyết vấn đề (Problem Solving),0.6304,0.5813,Trung bình,[INF0303 - Lập trình trên thiết bị di động] Thiếu phản hồi từ giảng viên,Tổ chức trình bày giữa kỳ
3036,BSC0092,Phương pháp luận nghiên cứu khoa học,TM14,Giải quyết vấn đề (Problem Solving),0.582,0.633,Thấp,[BSC0092 - Phương pháp luận nghiên cứu khoa học] Phân công chưa rõ,Mốc tiến độ rõ ràng
3037,INF1293,Phân tích dữ liệu lớn,TM14,Giải quyết vấn đề (Problem Solving),0.6976,0.6673,Thấp,[INF1293 - Phân tích dữ liệu lớn] Phân công chưa rõ,Mốc tiến độ rõ ràng
3038,PLO0052,Kinh tế chính trị Mác - Lênin,TM14,Giải quyết vấn đề (Problem Solving),0.7654,0.6238,Thấp,[PLO0052 - Kinh tế chính trị Mác - Lênin] Phân công chưa rõ,Giám sát tiến độ online
3039,SKI0091,Kỹ năng khởi nghiệp,TM14,Giải quyết vấn đề (Problem Solving),0.5025,0.5054,Trung bình,[SKI0091 - Kỹ năng khởi nghiệp] Thiếu phản hồi từ giảng viên,Tổ chức trình bày giữa kỳ
3040,INF0823,Thiết kế web (frontend),TM14,Giải quyết vấn đề (Problem Solving),0.676,0.486,Trung bình,[INF0823 - Thiết kế web (frontend)] Tiến độ nhóm chậm,Mốc tiến độ rõ ràng
3041,INF0243,Lập trình web (Backend),TM14,Giải quyết vấn đề (Problem Solving),0.9658,0.9083,Tốt,[INF0243 - Lập trình web (Backend)] Phân công chưa rõ,Tổ chức trình bày giữa kỳ
3042,INF1453,Đồ họa máy tính,TM14,Giải quyết vấn đề (Problem Solving),0.7455,0.8215,Thấp,[INF1453 - Đồ họa máy tính] Phân công chưa rõ,Tổ chức trình bày giữa kỳ
3043,INF1423,Thiết kế hình ảnh,TM14,Giải quyết vấn đề (Problem Solving),0.6418,0.3205,Trung bình,[INF1423 - Thiết kế hình ảnh] Tiến độ nhóm chậm,Mốc tiến độ rõ ràng
3044,INF0983,Nhập môn khoa học dữ liệu,TM14,Giải quyết vấn đề (Problem Solving),0.265,0.5586,Trung bình,[INF0983 - Nhập môn khoa học dữ liệu] Phân công chưa rõ,Giám sát tiến độ online
3045,INF1493,Thiết kế đồ họa,TM14,Giải quyết vấn đề (Problem Solving),0.7578,0.8514,Tốt,[INF1493 - Thiết kế đồ họa] Phân công chưa rõ,Giám sát tiến độ online
3046,INF0073,Cấu trúc dữ liệu và giải thuật,TM14,Giải quyết vấn đề (Problem Solving),0.8724,0.7498,Thấp,[INF0073 - Cấu trúc dữ liệu và giải thuật] Thiếu phản hồi từ giảng viên,Mốc tiến độ rõ ràng
3047,INF0137,Đồ án tốt nghiệp (**),TM14,Giải quyết vấn đề (Problem Solving),0.7186,0.5893,Trung bình,[INF0137 - Đồ án tốt nghiệp (**)] Phân công chưa rõ,Mốc tiến độ rõ ràng
3048,INF1493,Thiết kế đồ họa,TM14,Giải quyết vấn đề (Problem Solving),0.6686,0.8078,Thấp,[INF1493 - Thiết kế đồ họa] Tiến độ nhóm chậm,Tổ chức trình bày giữa kỳ
3049,INF0893,Mật mã và An toàn thông tin,TM14,Giải quyết vấn đề (Problem Solving),0.6444,0.9595,Tốt,[INF0893 - Mật mã và An toàn thông tin] Tiến độ nhóm chậm,Mốc tiến độ rõ ràng
3050,INF1393,Kiến trúc máy tính,TM14,Giải quyết vấn đề (Problem Solving),0.8064,0.5455,Trung bình,[INF1393 - Kiến trúc máy tính] Tiến độ nhóm chậm,Tổ chức trình bày giữa kỳ
3051,INF1433,Thiết kế minh hoạ,TM14,Giải quyết vấn đề (Problem Solving),0.5299,0.1108,Cao,[INF1433 - Thiết kế minh hoạ] Tiến độ nhóm chậm,Mốc tiến độ rõ ràng
3052,INF1303,Phân tích dữ liệu kinh doanh,TM14,Giải quyết vấn đề (Problem Solving),0.7165,0.4958,Trung bình,[INF1303 - Phân tích dữ liệu kinh doanh] Tiến độ nhóm chậm,Mốc tiến độ rõ ràng
3053,PLO0043,Triết học Mác - Lênin,TM14,Giải quyết vấn đề (Problem Solving),0.5437,0.1396,Cao,[PLO0043 - Triết học Mác - Lênin] Thiếu phản hồi từ giảng viên,Tổ chức trình bày giữa kỳ
3054,INF1543,Thực tập tốt nghiệp,TM14,Giải quyết vấn đề (Problem Solving),0.7252,0.5648,Trung bình,[INF1543 - Thực tập tốt nghiệp] Thiếu phản hồi từ giảng viên,Giám sát tiến độ online
3055,INF1463,Khai phá dữ liệu,TM14,Giải quyết vấn đề (Problem Solving),0.357,0.3453,Trung bình,[INF1463 - Khai phá dữ liệu] Thiếu phản hồi từ giảng viên,Giám sát tiến độ online
3056,INF1393,Kiến trúc máy tính,TM14,Giải quyết vấn đề (Problem Solving),0.5107,0.5819,Trung bình,[INF1393 - Kiến trúc máy tính] Phân công chưa rõ,Mốc tiến độ rõ ràng
3057,INF1463,Khai phá dữ liệu,TM14,Giải quyết vấn đề (Problem Solving),0.8364,0.5651,Trung bình,[INF1463 - Khai phá dữ liệu] Thiếu phản hồi từ giảng viên,Giám sát tiến độ online
3058,INF0912,An ninh mạng,TM14,Giải quyết vấn đề (Problem Solving),0.865,0.3454,Trung bình,[INF0912 - An ninh mạng] Phân công chưa rõ,Giám sát tiến độ online
3059,INF0823,Thiết kế web (frontend),TM14,Giải quyết vấn đề (Problem Solving),0.9905,0.5157,Trung bình,[INF0823 - Thiết kế web (frontend)] Tiến độ nhóm chậm,Giám sát tiến độ online
3060,INF1073,Xử lý ngôn ngữ tự nhiên,TM14,Giải quyết vấn đề (Problem Solving),0.6935,0.1625,Cao,[INF1073 - Xử lý ngôn ngữ tự nhiên] Phân công chưa rõ,Tổ chức trình bày giữa kỳ
3061,PLO0072,Lịch sử Đảng Cộng sản Việt Nam,TM14,Giải quyết vấn đề (Problem Solving),0.4622,0.3126,Trung bình,[PLO0072 - Lịch sử Đảng Cộng sản Việt Nam] Phân công chưa rõ,Giám sát tiến độ online
3062,INF1403,Anh văn chuyên ngành CNTT,TM14,Giải quyết vấn đề (Problem Solving),0.5623,0.4393,Trung bình,[INF1403 - Anh văn chuyên ngành CNTT] Tiến độ nhóm chậm,Tổ chức trình bày giữa kỳ
3063,INF1453,Đồ họa máy tính,TM14,Giải quyết vấn đề (Problem Solving),0.6112,0.5757,Trung bình,[INF1453 - Đồ họa máy tính] Tiến độ nhóm chậm,Giám sát tiến độ online
3064,INF0083,Cơ sở dữ liệu,TM14,Giải quyết vấn đề (Problem Solving),0.7454,0.5073,Trung bình,[INF0083 - Cơ sở dữ liệu] Phân công chưa rõ,Mốc tiến độ rõ ràng
3065,INF0433,Nhập môn lập trình,TM14,Giải quyết vấn đề (Problem Solving),0.686,0.2205,Cao,[INF0433 - Nhập môn lập trình] Thiếu phản hồi từ giảng viên,Tổ chức trình bày giữa kỳ
3066,SKI0091,Kỹ năng khởi nghiệp,TM14,Giải quyết vấn đề (Problem Solving),0.6856,0.7314,Thấp,[SKI0091 - Kỹ năng khởi nghiệp] Tiến độ nhóm chậm,Mốc tiến độ rõ ràng
3067,SKI0011,Kỹ năng thuyết trình,TM14,Giải quyết vấn đề (Problem Solving),0.8621,0.6934,Thấp,[SKI0011 - Kỹ năng thuyết trình] Phân công chưa rõ,Tổ chức trình bày giữa kỳ
3068,SKI0091,Kỹ năng khởi nghiệp,TM14,Giải quyết vấn đề (Problem Solving),0.7251,0.8961,Tốt,[SKI0091 - Kỹ năng khởi nghiệp] Thiếu phản hồi từ giảng viên,Tổ chức trình bày giữa kỳ
3069,INF1303,Phân tích dữ liệu kinh doanh,TM14,Giải quyết vấn đề (Problem Solving),0.3956,0.2826,Cao,[INF1303 - Phân tích dữ liệu kinh doanh] Thiếu phản hồi từ giảng viên,Giám sát tiến độ online
3070,INF0303,Lập trình trên thiết bị di động,TM14,Giải quyết vấn đề (Problem Solving),0.6664,0.4903,Trung bình,[INF0303 - Lập trình trên thiết bị di động] Phân công chưa rõ,Giám sát tiến độ online
3071,INF1543,Thực tập tốt nghiệp,TM14,Giải quyết vấn đề (Problem Solving),0.6139,0.4221,Trung bình,[INF1543 - Thực tập tốt nghiệp] Phân công chưa rõ,Mốc tiến độ rõ ràng
3072,INF0083,Cơ sở dữ liệu,TM14,Giải quyết vấn đề (Problem Solving),0.3819,0.5628,Trung bình,[INF0083 - Cơ sở dữ liệu] Thiếu phản hồi từ giảng viên,Mốc tiến độ rõ ràng
3073,INF1073,Xử lý ngôn ngữ tự nhiên,TM14,Giải quyết vấn đề (Problem Solving),0.7995,0.744,Thấp,[INF1073 - Xử lý ngôn ngữ tự nhiên] Tiến độ nhóm chậm,Giám sát tiến độ online
3074,INF1443,Thiết kế UX/UI,TM14,Giải quyết vấn đề (Problem Solving),0.8087,0.8776,Tốt,[INF1443 - Thiết kế UX/UI] Phân công chưa rõ,Mốc tiến độ rõ ràng
3075,INF0433,Nhập môn lập trình,TM14,Giải quyết vấn đề (Problem Solving),0.9028,0.2766,Cao,[INF0433 - Nhập môn lập trình] Phân công chưa rõ,Tổ chức trình bày giữa kỳ
3076,INF1543,Thực tập tốt nghiệp,TM14,Giải quyết vấn đề (Problem Solving),0.8852,0.6308,Thấp,[INF1543 - Thực tập tốt nghiệp] Phân công chưa rõ,Tổ chức trình bày giữa kỳ
3077,INF0263,Mạng máy tính,TM14,Giải quyết vấn đề (Problem Solving),0.6891,0.2974,Cao,[INF0263 - Mạng máy tính] Phân công chưa rõ,Giám sát tiến độ online
3078,INF1443,Thiết kế UX/UI,TM14,Giải quyết vấn đề (Problem Solving),0.7951,0.1881,Cao,[INF1443 - Thiết kế UX/UI] Tiến độ nhóm chậm,Tổ chức trình bày giữa kỳ
3079,PLO0043,Triết học Mác - Lênin,TM14,Giải quyết vấn đề (Problem Solving),0.4991,0.8648,Tốt,[PLO0043 - Triết học Mác - Lênin] Phân công chưa rõ,Mốc tiến độ rõ ràng
3080,INF1073,Xử lý ngôn ngữ tự nhiên,TM14,Giải quyết vấn đề (Problem Solving),0.4202,0.4677,Trung bình,[INF1073 - Xử lý ngôn ngữ tự nhiên] Phân công chưa rõ,Mốc tiến độ rõ ràng
3081,INF0653,Kiến trúc phần mềm hiện đại,TM14,Giải quyết vấn đề (Problem Solving),0.713,0.2626,Cao,[INF0653 - Kiến trúc phần mềm hiện đại] Tiến độ nhóm chậm,Mốc tiến độ rõ ràng
3082,INF1143,Xử lý ảnh số và thị giác máy tính,TM14,Giải quyết vấn đề (Problem Solving),0.5506,0.1706,Cao,[INF1143 - Xử lý ảnh số và thị giác máy tính] Phân công chưa rõ,Giám sát tiến độ online
3083,INF0653,Kiến trúc phần mềm hiện đại,TM14,Giải quyết vấn đề (Problem Solving),0.4807,0.483,Trung bình,[INF0653 - Kiến trúc phần mềm hiện đại] Phân công chưa rõ,Giám sát tiến độ online
3084,INF0653,Kiến trúc phần mềm hiện đại,TM14,Giải quyết vấn đề (Problem Solving),0.6063,0.3697,Trung bình,[INF0653 - Kiến trúc phần mềm hiện đại] Tiến độ nhóm chậm,Tổ chức trình bày giữa kỳ
3085,INF0653,Kiến trúc phần mềm hiện đại,TM14,Giải quyết vấn đề (Problem Solving),0.7101,0.9515,Tốt,[INF0653 - Kiến trúc phần mềm hiện đại] Tiến độ nhóm chậm,Mốc tiến độ rõ ràng
3086,INF0103,Nhập môn Trí tuệ nhân tạo,TM14,Giải quyết vấn đề (Problem Solving),0.6023,0.5536,Trung bình,[INF0103 - Nhập môn Trí tuệ nhân tạo] Thiếu phản hồi từ giảng viên,Mốc tiến độ rõ ràng
3087,INF1203,Hệ thống thông minh,TM14,Giải quyết vấn đề (Problem Solving),0.6334,0.6653,Thấp,[INF1203 - Hệ thống thông minh] Thiếu phản hồi từ giảng viên,Giám sát tiến độ online
3088,INF1502,Xử lý hậu kỳ,TM14,Giải quyết vấn đề (Problem Solving),0.8067,0.659,Thấp,[INF1502 - Xử lý hậu kỳ] Tiến độ nhóm chậm,Tổ chức trình bày giữa kỳ
3089,INF0983,Nhập môn khoa học dữ liệu,TM14,Giải quyết vấn đề (Problem Solving),0.7692,0.2277,Cao,[INF0983 - Nhập môn khoa học dữ liệu] Phân công chưa rõ,Mốc tiến độ rõ ràng
3090,INF1543,Thực tập tốt nghiệp,TM14,Giải quyết vấn đề (Problem Solving),0.7798,0.4034,Trung bình,[INF1543 - Thực tập tốt nghiệp] Thiếu phản hồi từ giảng viên,Tổ chức trình bày giữa kỳ
3091,INF1453,Đồ họa máy tính,TM14,Giải quyết vấn đề (Problem Solving),0.7374,0.78,Thấp,[INF1453 - Đồ họa máy tính] Thiếu phản hồi từ giảng viên,Tổ chức trình bày giữa kỳ
3092,PLO0072,Lịch sử Đảng Cộng sản Việt Nam,TM14,Giải quyết vấn đề (Problem Solving),0.73,0.7175,Thấp,[PLO0072 - Lịch sử Đảng Cộng sản Việt Nam] Thiếu phản hồi từ giảng viên,Giám sát tiến độ online
3093,INF1423,Thiết kế hình ảnh,TM14,Giải quyết vấn đề (Problem Solving),0.9097,0.568,Trung bình,[INF1423 - Thiết kế hình ảnh] Thiếu phản hồi từ giảng viên,Tổ chức trình bày giữa kỳ
3094,SKI0091,Kỹ năng khởi nghiệp,TM14,Giải quyết vấn đề (Problem Solving),0.782,0.828,Thấp,[SKI0091 - Kỹ năng khởi nghiệp] Tiến độ nhóm chậm,Giám sát tiến độ online
3095,INF1383,Tin học cơ sở (Introduction to Informatics),TM14,Giải quyết vấn đề (Problem Solving),0.5608,0.1772,Cao,[INF1383 - Tin học cơ sở (Introduction to Informatics)] Phân công chưa rõ,Giám sát tiến độ online
3096,INF0992,Công nghệ IoT,TM14,Giải quyết vấn đề (Problem Solving),0.7563,0.484,Trung bình,[INF0992 - Công nghệ IoT] Phân công chưa rõ,Giám sát tiến độ online
3097,INF0263,Mạng máy tính,TM14,Giải quyết vấn đề (Problem Solving),0.7545,0.6478,Thấp,[INF0263 - Mạng máy tính] Phân công chưa rõ,Mốc tiến độ rõ ràng
3098,INF1263,Kiểm thử phần mềm,TM14,Giải quyết vấn đề (Problem Solving),0.438,0.8387,Thấp,[INF1263 - Kiểm thử phần mềm] Thiếu phản hồi từ giảng viên,Tổ chức trình bày giữa kỳ
3099,SKI0091,Kỹ năng khởi nghiệp,TM14,Giải quyết vấn đề (Problem Solving),0.6675,0.5506,Trung bình,[SKI0091 - Kỹ năng khởi nghiệp] Thiếu phản hồi từ giảng viên,Mốc tiến độ rõ ràng
3100,INF0992,Công nghệ IoT,TM14,Giải quyết vấn đề (Problem Solving),0.8691,0.1417,Cao,[INF0992 - Công nghệ IoT] Phân công chưa rõ,Tổ chức trình bày giữa kỳ
3101,INF0912,An ninh mạng,TM14,Giải quyết vấn đề (Problem Solving),0.8482,0.9662,Tốt,[INF0912 - An ninh mạng] Phân công chưa rõ,Tổ chức trình bày giữa kỳ
3102,INF0893,Mật mã và An toàn thông tin,TM14,Giải quyết vấn đề (Problem Solving),0.6289,0.5014,Trung bình,[INF0893 - Mật mã và An toàn thông tin] Phân công chưa rõ,Mốc tiến độ rõ ràng
