id,conduct_score_pred,severity_level,reason_text,solution_text
2569,0.4256,Trung bình,Thực tế cho thấy Tham gia câu lạc bộ học thuật nhưng ít hoạt động,Rèn luyện kỹ năng làm việc nhóm qua dự án
2570,0.3566,Trung bình,Kỹ năng làm việc nhóm còn hạn chế,Xây dựng lịch rèn luyện đều đặn theo tuần và báo cáo minh chứng trên LMS
2571,0.8189,Thấp,Thực tế cho thấy Có kế hoạch rèn luyện cá nhân theo tháng,Nhận thêm vai trò điều phối trong sự kiện
2572,0.4154,Trung bình,Tinh thần kỷ luật tương đối nhưng chưa gương mẫu. Cần tăng cường tham gia hoạt động có trọng điểm,"Do đó, mở rộng tham gia cuộc thi học thuật cấp khoa"
2573,0.608,Thấp,"Theo ghi nhận, Chủ động hỗ trợ công tác tổ chức sự kiện. Cần tăng cường tham gia hoạt động có trọng điểm",Hỗ trợ truyền thông và hậu cần cho chương trình
2574,0.2265,Cao,Quan sát cho thấy Không tham gia hội thảo học thuật hoặc seminar chuyên đề,Thực hiện cam kết kỷ luật và theo dõi tiến độ hằng tuần
2575,0.6063,Thấp,Thực tế cho thấy Có kế hoạch rèn luyện cá nhân theo tháng,Hệ quả là đảm nhận mentor cho nhóm sinh viên mới
2576,0.8161,Thấp,Tích cực dự hội thảo học thuật và đặt câu hỏi,"Do đó, duy trì tần suất tham gia và lan tỏa tới bạn bè"
2577,0.6584,Thấp,Chủ động hỗ trợ công tác tổ chức sự kiện,Nhận thêm vai trò điều phối trong sự kiện
2578,0.4808,Trung bình,Quan sát cho thấy Tham gia hoạt động Đoàn–Hội nhưng tần suất chưa đều. Cần tăng cường tham gia hoạt động có trọng điểm,"Do đó, mở rộng tham gia cuộc thi học thuật cấp khoa"
2579,0.0016,Cao,"Trong học kỳ này, Vắng các đợt tình nguyện và chiến dịch Mùa hè xanh. Cần tăng cường tham gia hoạt động có trọng điểm",Đăng ký ít nhất 1 chương trình tình nguyện dài ngày
2580,0.8022,Thấp,Thực tế cho thấy Kết nối bạn bè tham gia thêm hoạt động học thuật,Nhận thêm vai trò điều phối trong sự kiện
2581,0.1745,Cao,Thực tế cho thấy Không hoàn thành số buổi sinh hoạt chi đoàn theo quy định,Tham dự tối thiểu 2 seminar học thuật mỗi tháng
2582,0.6073,Thấp,Giữ tác phong kỷ luật tốt trong sự kiện,Hỗ trợ truyền thông và hậu cần cho chương trình
2583,0.1539,Cao,"Trong học kỳ này, Không phản hồi khảo sát rèn luyện bắt buộc. Ảnh hưởng trực tiếp tới điểm rèn luyện",Đăng ký ít nhất 1 chương trình tình nguyện dài ngày và báo cáo minh chứng trên LMS
2584,0.6987,Thấp,"Đáng chú ý, Tích cực dự hội thảo học thuật và đặt câu hỏi. Ảnh hưởng trực tiếp tới điểm rèn luyện","Do đó, chia sẻ kinh nghiệm rèn luyện cho lớp"
2585,0.7541,Thấp,"Đáng chú ý, Giữ vai trò điều phối nhóm trong hoạt động thiện nguyện. Cần tăng cường tham gia hoạt động có trọng điểm",Đảm nhận mentor cho nhóm sinh viên mới
2586,0.2183,Cao,Không đăng ký nhiệm vụ cộng đồng theo kế hoạch. Cần tăng cường tham gia hoạt động có trọng điểm,"Từ đó, tham dự tối thiểu 2 seminar học thuật mỗi tháng"
2587,0.2209,Cao,Bỏ qua chương trình thiện nguyện của trường. Ảnh hưởng trực tiếp tới điểm rèn luyện,Phối hợp với cố vấn học tập để chọn hoạt động phù hợp và báo cáo minh chứng trên LMS
2588,0.7098,Thấp,Tích cực dự hội thảo học thuật và đặt câu hỏi,Ghi nhận thành tích và nộp minh chứng đúng hạn và báo cáo minh chứng trên LMS
2589,0.6567,Thấp,Thực hiện nhật ký rèn luyện cá nhân đều đặn. Cần tăng cường tham gia hoạt động có trọng điểm,Hệ quả là ghi nhận thành tích và nộp minh chứng đúng hạn
2590,0.3965,Trung bình,Thực tế cho thấy Tham gia seminar nhưng không phản hồi nội dung. Cần tăng cường tham gia hoạt động có trọng điểm,Chuẩn bị nội dung trước khi dự seminar học thuật
2591,0.3819,Trung bình,Quan sát cho thấy Có tham gia hội thảo học thuật nhưng chuẩn bị còn sơ sài,Chủ động nhận nhiệm vụ trong sự kiện của khoa
2592,0.5714,Trung bình,"Theo ghi nhận, Thỉnh thoảng vắng họp lớp không lý do. Ảnh hưởng trực tiếp tới điểm rèn luyện",Hoàn thiện minh chứng rèn luyện ngay sau mỗi hoạt động
2593,0.5035,Trung bình,Chưa tận dụng các chương trình kỹ năng mềm,Hoàn thiện minh chứng rèn luyện ngay sau mỗi hoạt động
2594,0.3395,Trung bình,Quan sát cho thấy Kỹ năng làm việc nhóm còn hạn chế,"Từ đó, tham gia nhóm học tập tình nguyện cố định"
2595,0.4462,Trung bình,Quan sát cho thấy Đóng góp hoạt động lớp ở mức tối thiểu. Ảnh hưởng trực tiếp tới điểm rèn luyện,Tham gia nhóm học tập tình nguyện cố định
2596,0.7066,Thấp,Thực tế cho thấy Tích cực dự hội thảo học thuật và đặt câu hỏi. Cần tăng cường tham gia hoạt động có trọng điểm,"Do đó, tham gia các dự án cộng đồng dài hạn và báo cáo minh chứng trên LMS"
2597,0.5301,Trung bình,Hoạt động phong trào thiếu tính liên tục,Đề xuất sáng kiến nhỏ cho chi đoàn và báo cáo minh chứng trên LMS
2598,0.4302,Trung bình,Quan sát cho thấy Kỹ năng làm việc nhóm còn hạn chế. Cần tăng cường tham gia hoạt động có trọng điểm,Xây dựng lịch rèn luyện đều đặn theo tuần
2599,0.5505,Trung bình,Đóng góp hoạt động lớp ở mức tối thiểu,Chủ động nhận nhiệm vụ trong sự kiện của khoa và báo cáo minh chứng trên LMS
2600,0.5661,Trung bình,"Theo ghi nhận, Thiếu kế hoạch rèn luyện theo tuần",Mở rộng tham gia cuộc thi học thuật cấp khoa và báo cáo minh chứng trên LMS
2601,0.2111,Cao,Thực tế cho thấy Chưa hoàn thành cam kết rèn luyện đầu kỳ,Đăng ký ít nhất 1 chương trình tình nguyện dài ngày
2602,0.2851,Cao,Không đóng góp vào hoạt động tập thể của lớp,"Do đó, lập kế hoạch tham gia tối thiểu 3 hoạt động Đoàn–Hội trong tháng"
2603,0.6158,Thấp,"Đúng hạn, hoàn thành minh chứng rèn luyện đầy đủ. Cần tăng cường tham gia hoạt động có trọng điểm","Vì vậy, tổ chức hoạt động học thuật quy mô nhỏ"
2604,0.398,Trung bình,"Đáng chú ý, Tham gia hoạt động Đoàn–Hội nhưng tần suất chưa đều. Cần tăng cường tham gia hoạt động có trọng điểm",Chuẩn bị nội dung trước khi dự seminar học thuật
2605,0.7271,Thấp,Giữ vai trò điều phối nhóm trong hoạt động thiện nguyện,Ghi nhận thành tích và nộp minh chứng đúng hạn
2606,0.4404,Trung bình,"Đáng chú ý, Chưa chủ động nhận nhiệm vụ tập thể",Xây dựng lịch rèn luyện đều đặn theo tuần
2607,0.0332,Cao,Chưa hoàn thành cam kết rèn luyện đầu kỳ,Tham gia tập huấn kỹ năng mềm do Đoàn tổ chức
2608,0.15,Cao,Thực tế cho thấy Không tham gia tập huấn kỹ năng mềm do Đoàn tổ chức,Đăng ký trực nhật/lực lượng hậu cần trong sự kiện và báo cáo minh chứng trên LMS
2609,0.0562,Cao,Bị nhắc nhở kỷ luật do đi học trễ nhiều lần,Thực hiện cam kết kỷ luật và theo dõi tiến độ hằng tuần
2610,0.1775,Cao,Quan sát cho thấy Không tham gia các cuộc thi học thuật cấp khoa. Ảnh hưởng trực tiếp tới điểm rèn luyện,Hệ quả là hoàn thành minh chứng rèn luyện và nộp trước hạn
2611,0.762,Thấp,"Trong học kỳ này, Tham gia tập huấn kỹ năng mềm theo lộ trình. Cần tăng cường tham gia hoạt động có trọng điểm",Tổ chức hoạt động học thuật quy mô nhỏ
2612,0.1215,Cao,"Theo ghi nhận, Vắng các đợt tình nguyện và chiến dịch Mùa hè xanh. Ảnh hưởng trực tiếp tới điểm rèn luyện",Tham gia câu lạc bộ học thuật theo sở thích cá nhân và báo cáo minh chứng trên LMS
2613,0.7225,Thấp,"Đáng chú ý, Tham gia tình nguyện theo nhóm nhỏ thường xuyên","Vì vậy, tham gia các dự án cộng đồng dài hạn"
2614,0.4372,Trung bình,Thực tế cho thấy Nộp minh chứng rèn luyện sát hạn chót,Chuẩn bị nội dung trước khi dự seminar học thuật
2615,0.0485,Cao,"Trong học kỳ này, Thiếu tinh thần hợp tác trong dự án cộng đồng",Thực hiện cam kết kỷ luật và theo dõi tiến độ hằng tuần và báo cáo minh chứng trên LMS
2616,0.1026,Cao,Không tham gia tập huấn kỹ năng mềm do Đoàn tổ chức. Ảnh hưởng trực tiếp tới điểm rèn luyện,"Vì vậy, tham gia tập huấn kỹ năng mềm do Đoàn tổ chức"
2617,0.4121,Trung bình,Ít đề xuất sáng kiến cho chi đoàn,Xây dựng lịch rèn luyện đều đặn theo tuần và báo cáo minh chứng trên LMS
2618,0.1715,Cao,"Trong học kỳ này, Không nộp minh chứng điểm rèn luyện đúng hạn. Ảnh hưởng trực tiếp tới điểm rèn luyện",Tham gia tập huấn kỹ năng mềm do Đoàn tổ chức
2619,0.6995,Thấp,"Theo ghi nhận, Đóng góp hoạt động cộng đồng tại địa phương","Vì vậy, mở rộng hợp tác với CLB khác trong khoa"
2620,0.804,Thấp,"Trong học kỳ này, Tích cực dự hội thảo học thuật và đặt câu hỏi. Cần tăng cường tham gia hoạt động có trọng điểm","Vì vậy, hỗ trợ truyền thông và hậu cần cho chương trình"
2621,0.6484,Thấp,Thực tế cho thấy Giữ tác phong kỷ luật tốt trong sự kiện,"Do đó, tổ chức hoạt động học thuật quy mô nhỏ và báo cáo minh chứng trên LMS"
2622,0.3626,Trung bình,Tham gia seminar nhưng không phản hồi nội dung. Cần tăng cường tham gia hoạt động có trọng điểm,Hoàn thiện minh chứng rèn luyện ngay sau mỗi hoạt động
2623,0.4464,Trung bình,Thực tế cho thấy Tham gia thi học thuật nhưng dừng ở vòng loại. Cần tăng cường tham gia hoạt động có trọng điểm,Tham gia nhóm học tập tình nguyện cố định và báo cáo minh chứng trên LMS
2624,0.6709,Thấp,Kết nối bạn bè tham gia thêm hoạt động học thuật,Ghi nhận thành tích và nộp minh chứng đúng hạn
2625,0.1568,Cao,Quan sát cho thấy Không tham gia tập huấn kỹ năng mềm do Đoàn tổ chức,"Do đó, tham gia câu lạc bộ học thuật theo sở thích cá nhân và báo cáo minh chứng trên LMS"
2626,0.4862,Trung bình,"Trong học kỳ này, Tham gia hoạt động Đoàn–Hội nhưng tần suất chưa đều",Chuẩn bị nội dung trước khi dự seminar học thuật
2627,0.5553,Trung bình,"Theo ghi nhận, Ít đề xuất sáng kiến cho chi đoàn. Cần tăng cường tham gia hoạt động có trọng điểm",Tăng tần suất tham gia hoạt động lớp và chi đoàn
2628,0.3912,Trung bình,Thiếu kế hoạch rèn luyện theo tuần,Chuẩn bị nội dung trước khi dự seminar học thuật và báo cáo minh chứng trên LMS
2629,0.6918,Thấp,"Trong học kỳ này, Đóng góp hoạt động cộng đồng tại địa phương",Nhận thêm vai trò điều phối trong sự kiện
2630,0.2511,Cao,"Theo ghi nhận, Ít tham gia hoạt động Đoàn–Hội trong học kỳ",Phối hợp với cố vấn học tập để chọn hoạt động phù hợp và báo cáo minh chứng trên LMS
2631,0.1136,Cao,"Theo ghi nhận, Chưa tham gia bất kỳ câu lạc bộ học thuật nào",Phối hợp với cố vấn học tập để chọn hoạt động phù hợp và báo cáo minh chứng trên LMS
2632,0.3035,Trung bình,Chưa chủ động nhận nhiệm vụ tập thể. Ảnh hưởng trực tiếp tới điểm rèn luyện,Đặt mục tiêu điểm rèn luyện từng giai đoạn
2633,0.6945,Thấp,"Theo ghi nhận, Duy trì sinh hoạt câu lạc bộ học thuật",Tổ chức hoạt động học thuật quy mô nhỏ
2634,0.8221,Thấp,Tham gia ổn định các hoạt động Đoàn–Hội,Mở rộng hợp tác với CLB khác trong khoa và báo cáo minh chứng trên LMS
2635,0.7707,Thấp,Tham gia ổn định các hoạt động Đoàn–Hội. Ảnh hưởng trực tiếp tới điểm rèn luyện,"Do đó, hỗ trợ truyền thông và hậu cần cho chương trình"
2636,0.3925,Trung bình,"Đáng chú ý, Tinh thần kỷ luật tương đối nhưng chưa gương mẫu. Ảnh hưởng trực tiếp tới điểm rèn luyện",Tăng tần suất tham gia hoạt động lớp và chi đoàn và báo cáo minh chứng trên LMS
2637,0.623,Thấp,"Trong học kỳ này, Tham gia tình nguyện theo nhóm nhỏ thường xuyên. Cần tăng cường tham gia hoạt động có trọng điểm",Nhận thêm vai trò điều phối trong sự kiện
2638,0.4428,Trung bình,Đóng góp hoạt động lớp ở mức tối thiểu,Xây dựng lịch rèn luyện đều đặn theo tuần
2639,0.5604,Trung bình,Quan sát cho thấy Tinh thần kỷ luật tương đối nhưng chưa gương mẫu,Chuẩn bị nội dung trước khi dự seminar học thuật
2640,0.4683,Trung bình,Nộp minh chứng rèn luyện sát hạn chót,Xây dựng lịch rèn luyện đều đặn theo tuần và báo cáo minh chứng trên LMS
2641,0.5075,Trung bình,"Theo ghi nhận, Đóng góp hoạt động lớp ở mức tối thiểu. Cần tăng cường tham gia hoạt động có trọng điểm",Đề xuất sáng kiến nhỏ cho chi đoàn
2642,0.4237,Trung bình,Quan sát cho thấy Đóng góp hoạt động lớp ở mức tối thiểu,"Vì vậy, tăng tần suất tham gia hoạt động lớp và chi đoàn và báo cáo minh chứng trên LMS"
2643,0.5129,Trung bình,"Trong học kỳ này, Tinh thần kỷ luật tương đối nhưng chưa gương mẫu. Cần tăng cường tham gia hoạt động có trọng điểm","Do đó, xây dựng lịch rèn luyện đều đặn theo tuần và báo cáo minh chứng trên LMS"
2644,0.8471,Thấp,"Trong học kỳ này, Giữ tác phong kỷ luật tốt trong sự kiện",Đề xuất nội dung tập huấn kỹ năng cho chi đoàn
2645,0.1358,Cao,"Theo ghi nhận, Chậm trễ trong việc xác nhận minh chứng tham gia. Ảnh hưởng trực tiếp tới điểm rèn luyện",Tham gia đội hình tình nguyện tại địa phương
2646,0.4518,Trung bình,"Trong học kỳ này, Chưa có minh chứng đóng góp cộng đồng nổi bật",Tham gia nhóm học tập tình nguyện cố định và báo cáo minh chứng trên LMS
2647,0.2903,Cao,"Theo ghi nhận, Bỏ qua chương trình thiện nguyện của trường",Lập kế hoạch tham gia tối thiểu 3 hoạt động Đoàn–Hội trong tháng
2648,0.4826,Trung bình,"Trong học kỳ này, Tham gia seminar nhưng không phản hồi nội dung. Ảnh hưởng trực tiếp tới điểm rèn luyện",Tham gia nhóm học tập tình nguyện cố định và báo cáo minh chứng trên LMS
2649,0.2941,Cao,Không nộp minh chứng điểm rèn luyện đúng hạn. Ảnh hưởng trực tiếp tới điểm rèn luyện,Tham gia câu lạc bộ học thuật theo sở thích cá nhân
2650,0.5274,Trung bình,Tham gia hoạt động Đoàn–Hội nhưng tần suất chưa đều,Chủ động nhận nhiệm vụ trong sự kiện của khoa
2651,0.0762,Cao,"Trong học kỳ này, Chưa tham gia bất kỳ câu lạc bộ học thuật nào","Vì vậy, tham gia đội hình tình nguyện tại địa phương"
2652,0.1062,Cao,"Đáng chú ý, Không phản hồi khảo sát rèn luyện bắt buộc","Do đó, phối hợp với cố vấn học tập để chọn hoạt động phù hợp và báo cáo minh chứng trên LMS"
2653,0.6119,Thấp,Chủ động hỗ trợ công tác tổ chức sự kiện,Đề xuất nội dung tập huấn kỹ năng cho chi đoàn
2654,0.2052,Cao,"Theo ghi nhận, Chưa tham gia bất kỳ câu lạc bộ học thuật nào",Hệ quả là thực hiện cam kết kỷ luật và theo dõi tiến độ hằng tuần và báo cáo minh chứng trên LMS
2655,0.7847,Thấp,Quan sát cho thấy Kết nối bạn bè tham gia thêm hoạt động học thuật,Hỗ trợ truyền thông và hậu cần cho chương trình
2656,0.6541,Thấp,"Theo ghi nhận, Duy trì sinh hoạt câu lạc bộ học thuật",Ghi nhận thành tích và nộp minh chứng đúng hạn
2657,0.5005,Trung bình,Quan sát cho thấy Tinh thần kỷ luật tương đối nhưng chưa gương mẫu,Tăng tần suất tham gia hoạt động lớp và chi đoàn
2658,0.5885,Trung bình,Tham gia thi học thuật nhưng dừng ở vòng loại,"Do đó, đặt mục tiêu điểm rèn luyện từng giai đoạn"
2659,0.0826,Cao,Bỏ lỡ buổi sinh hoạt lớp đánh giá rèn luyện giữa kỳ,Tham gia đội hình tình nguyện tại địa phương và báo cáo minh chứng trên LMS
2660,0.114,Cao,Thiếu tinh thần hợp tác trong dự án cộng đồng. Ảnh hưởng trực tiếp tới điểm rèn luyện,Đăng ký trực nhật/lực lượng hậu cần trong sự kiện và báo cáo minh chứng trên LMS
2661,0.6633,Thấp,Đóng góp hoạt động cộng đồng tại địa phương,Hỗ trợ truyền thông và hậu cần cho chương trình và báo cáo minh chứng trên LMS
2662,0.5409,Trung bình,"Theo ghi nhận, Tham gia seminar nhưng không phản hồi nội dung. Ảnh hưởng trực tiếp tới điểm rèn luyện",Tăng tần suất tham gia hoạt động lớp và chi đoàn
2663,0.7281,Thấp,Tham gia cuộc thi học thuật và đạt thành tích khá,Tổ chức hoạt động học thuật quy mô nhỏ và báo cáo minh chứng trên LMS
2664,0.7805,Thấp,"Đáng chú ý, Tương tác tích cực trong các buổi sinh hoạt kỹ năng. Cần tăng cường tham gia hoạt động có trọng điểm",Mở rộng hợp tác với CLB khác trong khoa
2665,0.1034,Cao,Không đóng góp vào hoạt động tập thể của lớp,"Vì vậy, tham dự tối thiểu 2 seminar học thuật mỗi tháng"
2666,0.399,Trung bình,Thực tế cho thấy Có tham gia hội thảo học thuật nhưng chuẩn bị còn sơ sài. Cần tăng cường tham gia hoạt động có trọng điểm,Chuẩn bị nội dung trước khi dự seminar học thuật và báo cáo minh chứng trên LMS
2667,0.7305,Thấp,"Hoàn thành minh chứng rèn luyện đầy đủ, đúng hạn",Tổ chức hoạt động học thuật quy mô nhỏ
2668,0.5815,Trung bình,Có tham gia hội thảo học thuật nhưng chuẩn bị còn sơ sài,Tăng tần suất tham gia hoạt động lớp và chi đoàn
2669,0.2306,Cao,Thực tế cho thấy Không hoàn thành số buổi sinh hoạt chi đoàn theo quy định,Đăng ký ít nhất 1 chương trình tình nguyện dài ngày
2670,0.7117,Thấp,"Trong học kỳ này, Giữ vai trò điều phối nhóm trong hoạt động thiện nguyện",Đảm nhận mentor cho nhóm sinh viên mới
2671,0.1628,Cao,Thực tế cho thấy Không phản hồi khảo sát rèn luyện bắt buộc,Tham gia tập huấn kỹ năng mềm do Đoàn tổ chức
2672,0.6017,Thấp,"Theo ghi nhận, Thực hiện nhật ký rèn luyện cá nhân đều đặn. Ảnh hưởng trực tiếp tới điểm rèn luyện",Duy trì tần suất tham gia và lan tỏa tới bạn bè
2673,0.2478,Cao,Quan sát cho thấy Bỏ lỡ buổi sinh hoạt lớp đánh giá rèn luyện giữa kỳ. Ảnh hưởng trực tiếp tới điểm rèn luyện,Đăng ký ít nhất 1 chương trình tình nguyện dài ngày
2674,0.3779,Trung bình,"Theo ghi nhận, Kỹ năng làm việc nhóm còn hạn chế",Rèn luyện kỹ năng làm việc nhóm qua dự án
2675,0.6858,Thấp,Chủ động hỗ trợ công tác tổ chức sự kiện. Cần tăng cường tham gia hoạt động có trọng điểm,Tổ chức hoạt động học thuật quy mô nhỏ và báo cáo minh chứng trên LMS
2676,0.4135,Trung bình,Đăng ký tham gia nhưng rút lui vào phút cuối. Cần tăng cường tham gia hoạt động có trọng điểm,Hoàn thiện minh chứng rèn luyện ngay sau mỗi hoạt động
2677,0.2573,Cao,Không tham gia tập huấn kỹ năng mềm do Đoàn tổ chức. Cần tăng cường tham gia hoạt động có trọng điểm,Hệ quả là tham dự tối thiểu 2 seminar học thuật mỗi tháng và báo cáo minh chứng trên LMS
2678,0.8299,Thấp,"Theo ghi nhận, Thực hiện nhật ký rèn luyện cá nhân đều đặn","Từ đó, hỗ trợ truyền thông và hậu cần cho chương trình và báo cáo minh chứng trên LMS"
2679,0.3905,Trung bình,"Trong học kỳ này, Đôi khi quên cập nhật nhật ký rèn luyện. Ảnh hưởng trực tiếp tới điểm rèn luyện",Đề xuất sáng kiến nhỏ cho chi đoàn và báo cáo minh chứng trên LMS
2680,0.6139,Thấp,Quan sát cho thấy Duy trì tinh thần hợp tác và trách nhiệm. Cần tăng cường tham gia hoạt động có trọng điểm,"Từ đó, tham gia các dự án cộng đồng dài hạn và báo cáo minh chứng trên LMS"
2681,0.5105,Trung bình,Thực tế cho thấy Đôi khi quên cập nhật nhật ký rèn luyện,Tham gia nhóm học tập tình nguyện cố định và báo cáo minh chứng trên LMS
2682,0.5702,Trung bình,Chưa chủ động nhận nhiệm vụ tập thể. Cần tăng cường tham gia hoạt động có trọng điểm,Tham gia nhóm học tập tình nguyện cố định
2683,0.6212,Thấp,Thực tế cho thấy Thực hiện nhật ký rèn luyện cá nhân đều đặn,Mở rộng hợp tác với CLB khác trong khoa
2684,0.415,Trung bình,"Trong học kỳ này, Đóng góp hoạt động lớp ở mức tối thiểu",Tăng tần suất tham gia hoạt động lớp và chi đoàn và báo cáo minh chứng trên LMS
2685,0.6046,Thấp,Tham gia cuộc thi học thuật và đạt thành tích khá. Cần tăng cường tham gia hoạt động có trọng điểm,Nhận thêm vai trò điều phối trong sự kiện và báo cáo minh chứng trên LMS
2686,0.3849,Trung bình,"Theo ghi nhận, Có tham gia hội thảo học thuật nhưng chuẩn bị còn sơ sài. Cần tăng cường tham gia hoạt động có trọng điểm",Xây dựng lịch rèn luyện đều đặn theo tuần
2687,0.7857,Thấp,Quan sát cho thấy Tham gia tình nguyện theo nhóm nhỏ thường xuyên. Cần tăng cường tham gia hoạt động có trọng điểm,Hỗ trợ truyền thông và hậu cần cho chương trình và báo cáo minh chứng trên LMS
2688,0.5492,Trung bình,Quan sát cho thấy Chưa tận dụng các chương trình kỹ năng mềm. Cần tăng cường tham gia hoạt động có trọng điểm,Mở rộng tham gia cuộc thi học thuật cấp khoa và báo cáo minh chứng trên LMS
2689,0.6318,Thấp,Thực hiện nhật ký rèn luyện cá nhân đều đặn,Nhận thêm vai trò điều phối trong sự kiện
2690,0.7707,Thấp,"Theo ghi nhận, Giữ vai trò điều phối nhóm trong hoạt động thiện nguyện",Đảm nhận mentor cho nhóm sinh viên mới và báo cáo minh chứng trên LMS
2691,0.3292,Trung bình,Tham gia seminar nhưng không phản hồi nội dung. Ảnh hưởng trực tiếp tới điểm rèn luyện,Tăng tần suất tham gia hoạt động lớp và chi đoàn
2692,0.3246,Trung bình,Hoạt động phong trào thiếu tính liên tục,Hoàn thiện minh chứng rèn luyện ngay sau mỗi hoạt động
2693,0.3811,Trung bình,"Theo ghi nhận, Kỹ năng làm việc nhóm còn hạn chế",Mở rộng tham gia cuộc thi học thuật cấp khoa
2694,0.0947,Cao,Quan sát cho thấy Không tham gia tập huấn kỹ năng mềm do Đoàn tổ chức,Tham gia câu lạc bộ học thuật theo sở thích cá nhân và báo cáo minh chứng trên LMS
2695,0.3691,Trung bình,Tinh thần kỷ luật tương đối nhưng chưa gương mẫu,Đề xuất sáng kiến nhỏ cho chi đoàn
2696,0.7151,Thấp,Thực tế cho thấy Hỗ trợ truyền thông cho chương trình của khoa,Tham gia các dự án cộng đồng dài hạn
2697,0.6623,Thấp,Tham gia ổn định các hoạt động Đoàn–Hội,Đảm nhận mentor cho nhóm sinh viên mới
2698,0.1108,Cao,Bị nhắc nhở kỷ luật do đi học trễ nhiều lần,"Từ đó, tham gia tập huấn kỹ năng mềm do Đoàn tổ chức"
2699,0.6994,Thấp,"Theo ghi nhận, Đóng góp hoạt động cộng đồng tại địa phương","Vì vậy, duy trì tần suất tham gia và lan tỏa tới bạn bè và báo cáo minh chứng trên LMS"
2700,0.1223,Cao,"Đáng chú ý, Không tham gia tập huấn kỹ năng mềm do Đoàn tổ chức. Ảnh hưởng trực tiếp tới điểm rèn luyện",Thực hiện cam kết kỷ luật và theo dõi tiến độ hằng tuần và báo cáo minh chứng trên LMS
2701,0.6139,Thấp,Thực tế cho thấy Đề xuất ý tưởng hoạt động cho chi đoàn. Ảnh hưởng trực tiếp tới điểm rèn luyện,Tham gia các dự án cộng đồng dài hạn
2702,0.8167,Thấp,Duy trì sinh hoạt câu lạc bộ học thuật,Tham gia các dự án cộng đồng dài hạn
2703,0.8013,Thấp,"Đáng chú ý, Tham gia tập huấn kỹ năng mềm theo lộ trình",Tham gia các dự án cộng đồng dài hạn
2704,0.2217,Cao,"Theo ghi nhận, Vắng các đợt tình nguyện và chiến dịch Mùa hè xanh. Ảnh hưởng trực tiếp tới điểm rèn luyện",Đăng ký trực nhật/lực lượng hậu cần trong sự kiện và báo cáo minh chứng trên LMS
2705,0.3382,Trung bình,"Trong học kỳ này, Tương tác hạn chế trong sinh hoạt chi đoàn",Chủ động nhận nhiệm vụ trong sự kiện của khoa
2706,0.5192,Trung bình,Quan sát cho thấy Tinh thần kỷ luật tương đối nhưng chưa gương mẫu,Rèn luyện kỹ năng làm việc nhóm qua dự án
2707,0.7811,Thấp,Thực tế cho thấy Duy trì tinh thần hợp tác và trách nhiệm,Tham gia các dự án cộng đồng dài hạn
2708,0.5736,Trung bình,Hoạt động phong trào thiếu tính liên tục,Rèn luyện kỹ năng làm việc nhóm qua dự án và báo cáo minh chứng trên LMS
2709,0.3543,Trung bình,"Trong học kỳ này, Nộp minh chứng rèn luyện sát hạn chót. Ảnh hưởng trực tiếp tới điểm rèn luyện",Mở rộng tham gia cuộc thi học thuật cấp khoa và báo cáo minh chứng trên LMS
2710,0.4224,Trung bình,Thực tế cho thấy Tương tác hạn chế trong sinh hoạt chi đoàn,Mở rộng tham gia cuộc thi học thuật cấp khoa và báo cáo minh chứng trên LMS
2711,0.6252,Thấp,Tham gia cuộc thi học thuật và đạt thành tích khá,Chia sẻ kinh nghiệm rèn luyện cho lớp
2712,0.3654,Trung bình,Thỉnh thoảng vắng họp lớp không lý do,Chủ động nhận nhiệm vụ trong sự kiện của khoa
2713,0.036,Cao,Thực tế cho thấy Không hoàn thành nghĩa vụ trực nhật/lao động công ích,Thực hiện cam kết kỷ luật và theo dõi tiến độ hằng tuần
2714,0.7412,Thấp,Thực tế cho thấy Có kế hoạch rèn luyện cá nhân theo tháng,Chia sẻ kinh nghiệm rèn luyện cho lớp
2715,0.6973,Thấp,Quan sát cho thấy Đề xuất ý tưởng hoạt động cho chi đoàn,Duy trì tần suất tham gia và lan tỏa tới bạn bè và báo cáo minh chứng trên LMS
2716,0.0829,Cao,Chậm trễ trong việc xác nhận minh chứng tham gia. Cần tăng cường tham gia hoạt động có trọng điểm,Hoàn thành minh chứng rèn luyện và nộp trước hạn và báo cáo minh chứng trên LMS
2717,0.6724,Thấp,Hỗ trợ truyền thông cho chương trình của khoa,Duy trì tần suất tham gia và lan tỏa tới bạn bè và báo cáo minh chứng trên LMS
2718,0.6312,Thấp,"Trong học kỳ này, Đúng hạn, hoàn thành minh chứng rèn luyện đầy đủ. Ảnh hưởng trực tiếp tới điểm rèn luyện","Vì vậy, nhận thêm vai trò điều phối trong sự kiện"
2719,0.2761,Cao,Quan sát cho thấy Vi phạm quy định ứng xử tại sự kiện của trường,Tham gia câu lạc bộ học thuật theo sở thích cá nhân
2720,0.5817,Trung bình,"Đáng chú ý, Tham gia tình nguyện ngắn hạn, thiếu chiều sâu",Tăng tần suất tham gia hoạt động lớp và chi đoàn
2721,0.3481,Trung bình,Quan sát cho thấy Hoạt động phong trào thiếu tính liên tục,Hoàn thiện minh chứng rèn luyện ngay sau mỗi hoạt động
2722,0.0281,Cao,Chưa tham gia bất kỳ câu lạc bộ học thuật nào. Ảnh hưởng trực tiếp tới điểm rèn luyện,Lập kế hoạch tham gia tối thiểu 3 hoạt động Đoàn–Hội trong tháng
