id,self_study_pred,severity_level,reason_text,solution_text
2043,0.0323,Cao,Không đặt mục tiêu tuần/tháng cho từng CLO,Áp dụng Pomodoro (25/5) và tắt thông báo khi học và cập nhật tiến độ mỗi tuần
2044,0.6777,Thấp,Sử dụng LMS thường xuyên để xem lại nội dung. Ảnh hưởng tới hiệu quả tự học,Tăng cường vai trò trong nhóm học
2045,0.0241,Cao,"Tự học rời rạc, không theo mục tiêu CLO. Cần điều chỉnh thói quen học",Hệ quả là bắt đầu bằng bài tập mẫu ngắn để tạo đà và cập nhật tiến độ mỗi tuần
2046,0.4456,Trung bình,Chưa xây dựng kho tài liệu cá nhân hóa. Cần điều chỉnh thói quen học,Đưa thảo luận nhóm vào lịch cố định
2047,0.9818,Tốt,Tự đánh giá và điều chỉnh chiến lược học kịp thời,Phát huy vai trò mentor và chia sẻ tài nguyên
2048,0.7589,Thấp,Thực tế cho thấy Duy trì 5–7 giờ tự học/tuần khá đều. Cần điều chỉnh thói quen học,Đặt mục tiêu điểm/đề hoàn thành theo tuần và cập nhật tiến độ mỗi tuần
2049,0.4013,Trung bình,"Theo ghi nhận, Có tự học nhưng thời lượng không đều giữa các tuần",Hệ quả là đưa thảo luận nhóm vào lịch cố định và cập nhật tiến độ mỗi tuần
2050,0.845,Thấp,Quan sát cho thấy Sử dụng LMS thường xuyên để xem lại nội dung,Rèn luyện kỹ năng trình bày kiến thức đã học
2051,0.3766,Trung bình,Chưa áp dụng phương pháp Pomodoro/Active Recall,Áp dụng Active Recall vào cuối mỗi buổi học và cập nhật tiến độ mỗi tuần
2052,0.5227,Trung bình,Quan sát cho thấy Thiếu kiểm tra nhanh (quiz) để tự đánh giá,Chuẩn hóa checklist theo chương và theo CLO
2053,0.9861,Tốt,Thực tế cho thấy Chủ động mentoring bạn học yếu hơn. Ảnh hưởng tới hiệu quả tự học,"Do đó, tham gia nghiên cứu nhỏ về kỹ thuật học tập"
2054,0.941,Tốt,"Theo ghi nhận, Luôn liên hệ giảng viên để xác nhận hướng ôn tập","Do đó, đề xuất workshop chia sẻ chiến lược tự học hiệu quả"
2055,0.7366,Thấp,Đặt câu hỏi và thảo luận trực tuyến khi gặp khó. Cần điều chỉnh thói quen học,Bổ sung tài liệu tham khảo nâng cao và cập nhật tiến độ mỗi tuần
2056,0.8279,Thấp,Thực hành bài mẫu sau mỗi chủ đề,Rèn luyện kỹ năng trình bày kiến thức đã học
2057,0.3747,Trung bình,Thỉnh thoảng bị gián đoạn bởi hoạt động ngoại khóa,"Từ đó, áp dụng Active Recall vào cuối mỗi buổi học và cập nhật tiến độ mỗi tuần"
2058,0.6832,Thấp,Duy trì 5–7 giờ tự học/tuần khá đều. Ảnh hưởng tới hiệu quả tự học,Đặt mục tiêu điểm/đề hoàn thành theo tuần và cập nhật tiến độ mỗi tuần
2059,0.4506,Trung bình,Thực tế cho thấy Thiếu kỹ thuật ghi chú và tổng hợp theo chương,"Do đó, ôn tập giãn cách (spaced) thay vì dồn trước kỳ thi"
2060,0.1853,Cao,Không luyện tập bài tập mẫu và đề cũ. Cần điều chỉnh thói quen học,Mỗi buổi học phải có ghi chú và câu hỏi tổng kết
2061,0.3964,Trung bình,"Trong học kỳ này, Chọn nội dung ôn tập chưa bám trọng tâm môn",Tăng tần suất quiz ngắn để tự đánh giá và cập nhật tiến độ mỗi tuần
2062,0.3555,Trung bình,"Trong học kỳ này, Thời lượng tự học 3–4 giờ/tuần, chưa đủ cho môn có thực hành",Hệ quả là chuẩn hóa checklist theo chương và theo CLO
2063,0.2668,Cao,Tổng thời gian tự học < 2 giờ/tuần trong 4 tuần liên tiếp,Bắt đầu bằng bài tập mẫu ngắn để tạo đà và cập nhật tiến độ mỗi tuần
2064,0.1583,Cao,Không sử dụng tài nguyên LMS/ebook của học phần,Liên hệ giảng viên để gỡ điểm nghẽn nội dung
2065,0.6697,Thấp,Quan sát cho thấy Ghi chú có cấu trúc theo chương và CLO,Tối ưu thời gian bằng batch processing nhiệm vụ và cập nhật tiến độ mỗi tuần
2066,0.4624,Trung bình,Chưa áp dụng phương pháp Pomodoro/Active Recall. Cần điều chỉnh thói quen học,Hệ quả là phân bổ lại thời lượng giữa các môn theo trọng số
2067,0.9824,Tốt,Thực tế cho thấy Tự đánh giá và điều chỉnh chiến lược học kịp thời,Hỗ trợ giảng viên xây dựng ngân hàng câu hỏi và cập nhật tiến độ mỗi tuần
2068,0.9358,Tốt,Tối ưu hóa phương pháp học qua thử nghiệm A/B,Thử nghiệm phương pháp mới và đo lường hiệu quả
2069,0.312,Cao,Không duy trì lịch tự học cố định trong tuần,Đăng ký giờ học tại thư viện/khu vực yên tĩnh
2070,0.8694,Tốt,Tổng hợp tài liệu/cheatsheet chia sẻ cho nhóm. Ảnh hưởng tới hiệu quả tự học,Lập kế hoạch học sớm cho học kỳ kế tiếp
2071,0.438,Trung bình,Kế hoạch học có nhưng ít theo dõi tiến độ. Ảnh hưởng tới hiệu quả tự học,Chuẩn hóa checklist theo chương và theo CLO và cập nhật tiến độ mỗi tuần
2072,0.071,Cao,"Tập trung vào môn phụ, bỏ qua môn có CLO trọng số cao","Xây dựng kế hoạch tuần bám CLO, có người phụ trách nhắc"
2073,0.1463,Cao,Quan sát cho thấy Tổng thời gian tự học < 2 giờ/tuần trong 4 tuần liên tiếp. Ảnh hưởng tới hiệu quả tự học,Áp dụng Pomodoro (25/5) và tắt thông báo khi học và cập nhật tiến độ mỗi tuần
2074,0.1778,Cao,"Theo ghi nhận, Bỏ qua môn có clo trọng số cao, tập trung vào môn phụ","Chia nhỏ mục tiêu ngày, đánh dấu hoàn thành"
2075,0.3449,Cao,"Trong học kỳ này, Không có nhóm học tập hoặc bạn học kèm. Cần điều chỉnh thói quen học","Xây dựng kế hoạch tuần bám CLO, có người phụ trách nhắc và cập nhật tiến độ mỗi tuần"
2076,0.7566,Thấp,"Theo ghi nhận, Có kế hoạch học theo tuần và rà soát định kỳ. Ảnh hưởng tới hiệu quả tự học","Vì vậy, rèn luyện kỹ năng trình bày kiến thức đã học"
2077,0.5535,Trung bình,Sử dụng tài nguyên LMS ở mức cơ bản,Ghi chú Cornell và tổng hợp cuối tuần
2078,0.881,Tốt,Thực tế cho thấy Tự thiết kế quiz/flashcards cho cả lớp sử dụng,Tham gia nghiên cứu nhỏ về kỹ thuật học tập và cập nhật tiến độ mỗi tuần
2079,0.5763,Trung bình,Sử dụng tài nguyên LMS ở mức cơ bản,Hệ quả là ghi chú Cornell và tổng hợp cuối tuần và cập nhật tiến độ mỗi tuần
2080,0.384,Trung bình,"Trong học kỳ này, Thời lượng tự học 3–4 giờ/tuần, chưa đủ cho môn có thực hành. Cần điều chỉnh thói quen học",Tăng tần suất quiz ngắn để tự đánh giá
2081,0.3814,Trung bình,Thiếu kiểm tra nhanh (quiz) để tự đánh giá,"Do đó, ôn tập giãn cách (spaced) thay vì dồn trước kỳ thi và cập nhật tiến độ mỗi tuần"
2082,0.3202,Cao,"Theo ghi nhận, Tổng thời gian tự học < 2 giờ/tuần trong 4 tuần liên tiếp. Cần điều chỉnh thói quen học",Liên hệ giảng viên để gỡ điểm nghẽn nội dung
2083,0.6718,Thấp,Thực hành bài mẫu sau mỗi chủ đề. Cần điều chỉnh thói quen học,"Do đó, chia sẻ phương pháp học với bạn cùng lớp"
2084,0.3589,Trung bình,Thỉnh thoảng bỏ qua bài tập củng cố sau buổi học. Cần điều chỉnh thói quen học,Đưa thảo luận nhóm vào lịch cố định
2085,0.4644,Trung bình,"Theo ghi nhận, Không đặt mốc thời gian hoàn thành từng tiểu mục. Ảnh hưởng tới hiệu quả tự học","Do đó, phân bổ lại thời lượng giữa các môn theo trọng số và cập nhật tiến độ mỗi tuần"
2086,0.8438,Thấp,"Trong học kỳ này, Ghi chú có cấu trúc theo chương và CLO. Ảnh hưởng tới hiệu quả tự học",Tối ưu thời gian bằng batch processing nhiệm vụ
2087,0.1545,Cao,Quan sát cho thấy Không trao đổi với giảng viên khi gặp điểm nghẽn nội dung,Áp dụng Pomodoro (25/5) và tắt thông báo khi học
2088,0.465,Trung bình,Chưa xây dựng kho tài liệu cá nhân hóa. Ảnh hưởng tới hiệu quả tự học,Ôn tập giãn cách (spaced) thay vì dồn trước kỳ thi
2089,0.6397,Thấp,"Trong học kỳ này, Tổng hợp tài liệu tham khảo cá nhân hóa. Ảnh hưởng tới hiệu quả tự học",Tăng cường vai trò trong nhóm học
2090,0.9881,Tốt,Thực tế cho thấy Luôn liên hệ giảng viên để xác nhận hướng ôn tập,Phát huy vai trò mentor và chia sẻ tài nguyên
2091,0.9801,Tốt,Thực tế cho thấy Đặt mục tiêu SMART và theo dõi qua dashboard cá nhân,Phát huy vai trò mentor và chia sẻ tài nguyên và cập nhật tiến độ mỗi tuần
2092,0.4822,Trung bình,Quan sát cho thấy Tự học cá nhân nhưng ít thảo luận nhóm,Tạo bộ flashcards dùng chung với nhóm
2093,0.402,Trung bình,"Thời lượng tự học 3–4 giờ/tuần, chưa đủ cho môn có thực hành. Ảnh hưởng tới hiệu quả tự học",Chuẩn hóa checklist theo chương và theo CLO
2094,0.5752,Trung bình,Thực tế cho thấy Thiếu kiểm tra nhanh (quiz) để tự đánh giá,"Vì vậy, chuẩn hóa checklist theo chương và theo CLO và cập nhật tiến độ mỗi tuần"
2095,0.3097,Cao,Không trao đổi với giảng viên khi gặp điểm nghẽn nội dung,Đăng ký giờ học tại thư viện/khu vực yên tĩnh và cập nhật tiến độ mỗi tuần
2096,0.9645,Tốt,Tối ưu hóa phương pháp học qua thử nghiệm A/B,Hệ quả là thực hiện project mở rộng gắn với CLO/PLO
2097,0.9253,Tốt,Quan sát cho thấy Chủ động mentoring bạn học yếu hơn. Ảnh hưởng tới hiệu quả tự học,Lập kế hoạch học sớm cho học kỳ kế tiếp
2098,0.3951,Trung bình,Chọn nội dung ôn tập chưa bám trọng tâm môn,Ghi chú Cornell và tổng hợp cuối tuần
2099,0.7779,Thấp,Quan sát cho thấy Tạo flashcards và ôn theo chu kỳ. Cần điều chỉnh thói quen học,Hệ quả là tối ưu thời gian bằng batch processing nhiệm vụ và cập nhật tiến độ mỗi tuần
2100,0.0204,Cao,"Theo ghi nhận, Thường xuyên sử dụng thiết bị số làm xao nhãng khi học",Mỗi buổi học phải có ghi chú và câu hỏi tổng kết
2101,0.5571,Trung bình,Quan sát cho thấy Chưa lập bảng mục tiêu theo CLO/PLO,"Do đó, xin phản hồi nhanh từ giảng viên qua LMS và cập nhật tiến độ mỗi tuần"
2102,0.9099,Tốt,Quan sát cho thấy Duy trì 1–2 giờ tự học mỗi ngày đều đặn. Ảnh hưởng tới hiệu quả tự học,"Vì vậy, phát huy vai trò mentor và chia sẻ tài nguyên và cập nhật tiến độ mỗi tuần"
2103,0.6999,Thấp,Thực tế cho thấy Đặt câu hỏi và thảo luận trực tuyến khi gặp khó. Ảnh hưởng tới hiệu quả tự học,Bổ sung tài liệu tham khảo nâng cao và cập nhật tiến độ mỗi tuần
2104,0.3439,Cao,Không có nhóm học tập hoặc bạn học kèm. Cần điều chỉnh thói quen học,Liên hệ giảng viên để gỡ điểm nghẽn nội dung và cập nhật tiến độ mỗi tuần
2105,0.7264,Thấp,Quan sát cho thấy Tổng hợp tài liệu tham khảo cá nhân hóa,Tối ưu thời gian bằng batch processing nhiệm vụ và cập nhật tiến độ mỗi tuần
2106,0.3111,Cao,Không luyện tập bài tập mẫu và đề cũ,"Từ đó, đăng ký giờ học tại thư viện/khu vực yên tĩnh"
2107,0.8183,Thấp,Có lịch học cố định vào buổi tối,Đặt mục tiêu điểm/đề hoàn thành theo tuần
2108,0.5779,Trung bình,Thực tế cho thấy Thỉnh thoảng bỏ qua bài tập củng cố sau buổi học,Ôn tập giãn cách (spaced) thay vì dồn trước kỳ thi và cập nhật tiến độ mỗi tuần
2109,0.5111,Trung bình,"Thời lượng tự học 3–4 giờ/tuần, chưa đủ cho môn có thực hành",Áp dụng Active Recall vào cuối mỗi buổi học
2110,0.652,Thấp,Tự làm quiz để theo dõi tiến bộ. Cần điều chỉnh thói quen học,Tăng cường vai trò trong nhóm học và cập nhật tiến độ mỗi tuần
2111,0.8539,Tốt,"Theo ghi nhận, Liên hệ thực tế/mini-project để khắc sâu kiến thức. Cần điều chỉnh thói quen học",Thực hiện project mở rộng gắn với CLO/PLO
2112,0.6503,Thấp,Quan sát cho thấy Tạo flashcards và ôn theo chu kỳ,Bổ sung tài liệu tham khảo nâng cao và cập nhật tiến độ mỗi tuần
2113,0.6118,Thấp,Thực tế cho thấy Có nhật ký học tập theo ngày. Ảnh hưởng tới hiệu quả tự học,Cập nhật dashboard tiến độ công khai cho nhóm và cập nhật tiến độ mỗi tuần
2114,0.9813,Tốt,"Trong học kỳ này, Xây dựng thư viện tài liệu số rõ ràng theo chương. Ảnh hưởng tới hiệu quả tự học",Phát huy vai trò mentor và chia sẻ tài nguyên
2115,0.5815,Trung bình,"Trong học kỳ này, Chọn nội dung ôn tập chưa bám trọng tâm môn. Ảnh hưởng tới hiệu quả tự học",Ôn tập giãn cách (spaced) thay vì dồn trước kỳ thi và cập nhật tiến độ mỗi tuần
2116,0.9868,Tốt,"Trong học kỳ này, Tổ chức buổi study group đều đặn cho lớp",Hỗ trợ giảng viên xây dựng ngân hàng câu hỏi và cập nhật tiến độ mỗi tuần
2117,0.7947,Thấp,Phân bổ thời gian hợp lý giữa các môn. Ảnh hưởng tới hiệu quả tự học,Chia sẻ phương pháp học với bạn cùng lớp và cập nhật tiến độ mỗi tuần
2118,0.2095,Cao,Quan sát cho thấy Không luyện tập bài tập mẫu và đề cũ,Bắt đầu bằng bài tập mẫu ngắn để tạo đà và cập nhật tiến độ mỗi tuần
2119,0.9394,Tốt,"Trong học kỳ này, Tổng hợp tài liệu/cheatsheet chia sẻ cho nhóm. Cần điều chỉnh thói quen học",Phát huy vai trò mentor và chia sẻ tài nguyên và cập nhật tiến độ mỗi tuần
2120,0.269,Cao,"Trong học kỳ này, Không đặt mục tiêu tuần/tháng cho từng CLO",Mỗi buổi học phải có ghi chú và câu hỏi tổng kết
2121,0.5738,Trung bình,Kế hoạch học có nhưng ít theo dõi tiến độ,"Từ đó, ôn tập giãn cách (spaced) thay vì dồn trước kỳ thi"
2122,0.2481,Cao,"Theo ghi nhận, Phân tán do làm thêm/thiếu không gian học tập yên tĩnh",Mỗi buổi học phải có ghi chú và câu hỏi tổng kết và cập nhật tiến độ mỗi tuần
2123,0.9284,Tốt,Chủ động mentoring bạn học yếu hơn,"Do đó, tham gia nghiên cứu nhỏ về kỹ thuật học tập"
2124,0.0775,Cao,Phân tán do làm thêm/thiếu không gian học tập yên tĩnh,Thiết lập lịch cố định 30–45 phút/ngày và theo dõi trên LMS và cập nhật tiến độ mỗi tuần
2125,0.3846,Trung bình,Thực tế cho thấy Ít liên hệ giảng viên/cố vấn để nhận phản hồi. Cần điều chỉnh thói quen học,"Từ đó, tăng tần suất quiz ngắn để tự đánh giá"
2126,0.6595,Thấp,Ghi chú có cấu trúc theo chương và CLO. Cần điều chỉnh thói quen học,Chia sẻ phương pháp học với bạn cùng lớp
2127,0.3699,Trung bình,"Trong học kỳ này, Thỉnh thoảng bị gián đoạn bởi hoạt động ngoại khóa",Áp dụng Active Recall vào cuối mỗi buổi học
2128,0.8891,Tốt,"Trong học kỳ này, Xây dựng thư viện tài liệu số rõ ràng theo chương",Xây dựng guideline tự học cho môn tiếp theo
2129,0.429,Trung bình,Thực tế cho thấy Tự học cá nhân nhưng ít thảo luận nhóm. Ảnh hưởng tới hiệu quả tự học,Tạo bộ flashcards dùng chung với nhóm và cập nhật tiến độ mỗi tuần
2130,0.8958,Tốt,Tối ưu hóa phương pháp học qua thử nghiệm A/B,Xây dựng guideline tự học cho môn tiếp theo và cập nhật tiến độ mỗi tuần
2131,0.954,Tốt,"Không bỏ buổi tự học nào, giữ tính kỷ luật cao. Ảnh hưởng tới hiệu quả tự học",Thử nghiệm phương pháp mới và đo lường hiệu quả
2132,0.3486,Cao,Không sử dụng tài nguyên LMS/ebook của học phần. Cần điều chỉnh thói quen học,Liên hệ giảng viên để gỡ điểm nghẽn nội dung và cập nhật tiến độ mỗi tuần
2133,0.8154,Thấp,Tạo flashcards và ôn theo chu kỳ. Cần điều chỉnh thói quen học,Tăng cường vai trò trong nhóm học
2134,0.4422,Trung bình,"Quan sát cho thấy Thời lượng tự học 3–4 giờ/tuần, chưa đủ cho môn có thực hành",Ghi chú Cornell và tổng hợp cuối tuần và cập nhật tiến độ mỗi tuần
2135,0.372,Trung bình,Chọn nội dung ôn tập chưa bám trọng tâm môn. Cần điều chỉnh thói quen học,Áp dụng Active Recall vào cuối mỗi buổi học và cập nhật tiến độ mỗi tuần
2136,0.3364,Cao,"Quan sát cho thấy Bỏ qua môn có clo trọng số cao, tập trung vào môn phụ. Ảnh hưởng tới hiệu quả tự học",Bắt đầu bằng bài tập mẫu ngắn để tạo đà
2137,0.5468,Trung bình,"Thực tế cho thấy Thời lượng tự học 3–4 giờ/tuần, chưa đủ cho môn có thực hành",Xin phản hồi nhanh từ giảng viên qua LMS và cập nhật tiến độ mỗi tuần
2138,0.8491,Thấp,Phân bổ thời gian hợp lý giữa các môn,Tăng cường vai trò trong nhóm học
2139,0.974,Tốt,Luôn liên hệ giảng viên để xác nhận hướng ôn tập. Cần điều chỉnh thói quen học,Phát huy vai trò mentor và chia sẻ tài nguyên và cập nhật tiến độ mỗi tuần
2140,0.513,Trung bình,Thực tế cho thấy Chưa xây dựng kho tài liệu cá nhân hóa. Ảnh hưởng tới hiệu quả tự học,Áp dụng Active Recall vào cuối mỗi buổi học
2141,0.6906,Thấp,"Trong học kỳ này, Áp dụng Active Recall/Spaced Repetition trong ôn tập. Cần điều chỉnh thói quen học",Hệ quả là chia sẻ phương pháp học với bạn cùng lớp và cập nhật tiến độ mỗi tuần
2142,0.8415,Thấp,"Trong học kỳ này, Đặt câu hỏi và thảo luận trực tuyến khi gặp khó. Ảnh hưởng tới hiệu quả tự học","Do đó, cập nhật dashboard tiến độ công khai cho nhóm"
2143,0.9373,Tốt,Xây dựng thư viện tài liệu số rõ ràng theo chương. Ảnh hưởng tới hiệu quả tự học,Hỗ trợ giảng viên xây dựng ngân hàng câu hỏi
2144,0.5506,Trung bình,Quan sát cho thấy Chọn nội dung ôn tập chưa bám trọng tâm môn,Hệ quả là xin phản hồi nhanh từ giảng viên qua LMS
2145,0.9647,Tốt,Luôn liên hệ giảng viên để xác nhận hướng ôn tập,Thực hiện project mở rộng gắn với CLO/PLO
2146,0.7637,Thấp,"Trong học kỳ này, Đặt câu hỏi và thảo luận trực tuyến khi gặp khó",Cập nhật dashboard tiến độ công khai cho nhóm
2147,0.312,Cao,"Theo ghi nhận, Không trao đổi với giảng viên khi gặp điểm nghẽn nội dung",Thiết lập lịch cố định 30–45 phút/ngày và theo dõi trên LMS
2148,0.7471,Thấp,"Trong học kỳ này, Đặt câu hỏi và thảo luận trực tuyến khi gặp khó. Ảnh hưởng tới hiệu quả tự học",Hệ quả là đặt mục tiêu điểm/đề hoàn thành theo tuần và cập nhật tiến độ mỗi tuần
2149,0.604,Thấp,Quan sát cho thấy Giảm xao nhãng bằng kỹ thuật chặn mạng xã hội,Chia sẻ phương pháp học với bạn cùng lớp
2150,0.3198,Cao,Không luyện tập bài tập mẫu và đề cũ. Cần điều chỉnh thói quen học,Hệ quả là tham gia nhóm học tập và đặt mục tiêu chung và cập nhật tiến độ mỗi tuần
2151,0.8868,Tốt,Tự thiết kế quiz/flashcards cho cả lớp sử dụng,"Vì vậy, phát huy vai trò mentor và chia sẻ tài nguyên"
2152,0.9317,Tốt,Thực tế cho thấy Chủ động mentoring bạn học yếu hơn. Ảnh hưởng tới hiệu quả tự học,Nâng cấp bộ flashcards/quiz và công bố cho lớp
2153,0.4522,Trung bình,"Trong học kỳ này, Chọn nội dung ôn tập chưa bám trọng tâm môn. Cần điều chỉnh thói quen học",Ghi chú Cornell và tổng hợp cuối tuần
2154,0.9695,Tốt,"Trong học kỳ này, Tổ chức buổi study group đều đặn cho lớp. Ảnh hưởng tới hiệu quả tự học",Nâng cấp bộ flashcards/quiz và công bố cho lớp
2155,0.3742,Trung bình,Chọn nội dung ôn tập chưa bám trọng tâm môn,Chuẩn hóa checklist theo chương và theo CLO
2156,0.4288,Trung bình,"Thời lượng tự học 3–4 giờ/tuần, chưa đủ cho môn có thực hành. Ảnh hưởng tới hiệu quả tự học",Ôn tập giãn cách (spaced) thay vì dồn trước kỳ thi
2157,0.1852,Cao,"Trong học kỳ này, Không đặt mục tiêu tuần/tháng cho từng CLO","Xây dựng kế hoạch tuần bám CLO, có người phụ trách nhắc"
2158,0.3328,Cao,Không đặt mục tiêu tuần/tháng cho từng CLO,Sử dụng flashcards cho khái niệm trọng tâm và cập nhật tiến độ mỗi tuần
2159,0.8946,Tốt,Quan sát cho thấy Lập kế hoạch học theo CLO và đo lường bằng rubric,Lập kế hoạch học sớm cho học kỳ kế tiếp
2160,0.256,Cao,"Trong học kỳ này, Không duy trì lịch tự học cố định trong tuần. Ảnh hưởng tới hiệu quả tự học","Vì vậy, đăng ký giờ học tại thư viện/khu vực yên tĩnh và cập nhật tiến độ mỗi tuần"
2161,0.7833,Thấp,Quan sát cho thấy Ghi chú có cấu trúc theo chương và CLO,Làm mini-project áp dụng kiến thức
2162,0.4525,Trung bình,Quan sát cho thấy Có tự học nhưng thời lượng không đều giữa các tuần,Chuẩn hóa checklist theo chương và theo CLO
2163,0.8693,Tốt,"Trong học kỳ này, Đặt mục tiêu SMART và theo dõi qua dashboard cá nhân",Hỗ trợ giảng viên xây dựng ngân hàng câu hỏi và cập nhật tiến độ mỗi tuần
2164,0.0967,Cao,Không có nhóm học tập hoặc bạn học kèm,Sử dụng flashcards cho khái niệm trọng tâm
2165,0.4692,Trung bình,Thực tế cho thấy Chưa áp dụng phương pháp Pomodoro/Active Recall,Đưa thảo luận nhóm vào lịch cố định
2166,0.7157,Thấp,Có nhật ký học tập theo ngày,Tăng cường vai trò trong nhóm học
2167,0.5955,Trung bình,Thực tế cho thấy Chưa áp dụng phương pháp Pomodoro/Active Recall. Cần điều chỉnh thói quen học,Chuẩn hóa checklist theo chương và theo CLO và cập nhật tiến độ mỗi tuần
2168,0.4103,Trung bình,"Ôn tập dồn trước kiểm tra, thiếu nhịp độ hằng ngày. Cần điều chỉnh thói quen học",Tạo bộ flashcards dùng chung với nhóm
2169,0.6949,Thấp,Thực hành bài mẫu sau mỗi chủ đề,Duy trì nhịp độ hiện tại và tăng nhẹ độ khó bài tập
2170,0.963,Tốt,Tổ chức buổi study group đều đặn cho lớp,"Từ đó, xây dựng guideline tự học cho môn tiếp theo"
2171,0.5249,Trung bình,"Chưa đủ cho môn có thực hành, thời lượng tự học 3–4 giờ/tuần. Cần điều chỉnh thói quen học",Xin phản hồi nhanh từ giảng viên qua LMS
2172,0.4599,Trung bình,Chọn nội dung ôn tập chưa bám trọng tâm môn. Ảnh hưởng tới hiệu quả tự học,Áp dụng Active Recall vào cuối mỗi buổi học và cập nhật tiến độ mỗi tuần
2173,0.0101,Cao,"Trong học kỳ này, Không theo mục tiêu clo, tự học rời rạc",Hệ quả là sử dụng flashcards cho khái niệm trọng tâm và cập nhật tiến độ mỗi tuần
2174,0.0224,Cao,Không duy trì lịch tự học cố định trong tuần,"Chia nhỏ mục tiêu ngày, đánh dấu hoàn thành"
2175,0.1202,Cao,"Trong học kỳ này, Không hoàn thành kế hoạch ngày, thường xuyên trì hoãn","Chia nhỏ mục tiêu ngày, đánh dấu hoàn thành và cập nhật tiến độ mỗi tuần"
2176,0.8937,Tốt,"Trong học kỳ này, Tự thiết kế quiz/flashcards cho cả lớp sử dụng",Nâng cấp bộ flashcards/quiz và công bố cho lớp và cập nhật tiến độ mỗi tuần
2177,0.4032,Trung bình,Thực tế cho thấy Sử dụng tài nguyên LMS ở mức cơ bản,"Từ đó, tạo bộ flashcards dùng chung với nhóm"
2178,0.5793,Trung bình,Có tự học nhưng thời lượng không đều giữa các tuần. Cần điều chỉnh thói quen học,Xin phản hồi nhanh từ giảng viên qua LMS
2179,0.0152,Cao,"Theo ghi nhận, Không duy trì lịch tự học cố định trong tuần. Ảnh hưởng tới hiệu quả tự học",Hệ quả là áp dụng Pomodoro (25/5) và tắt thông báo khi học
2180,0.2054,Cao,Quan sát cho thấy Thiếu động lực do chưa thấy liên hệ thực tiễn. Cần điều chỉnh thói quen học,"Do đó, tham gia nhóm học tập và đặt mục tiêu chung và cập nhật tiến độ mỗi tuần"
2181,0.5577,Trung bình,"Trong học kỳ này, Chưa xây dựng kho tài liệu cá nhân hóa",Thiết lập mục tiêu SMART cho từng tuần và cập nhật tiến độ mỗi tuần
2182,0.9664,Tốt,Lập báo cáo tiến độ tự học mỗi tuần. Ảnh hưởng tới hiệu quả tự học,Thử nghiệm phương pháp mới và đo lường hiệu quả và cập nhật tiến độ mỗi tuần
2183,0.8336,Thấp,Thực hành bài mẫu sau mỗi chủ đề. Cần điều chỉnh thói quen học,Làm mini-project áp dụng kiến thức
2184,0.0028,Cao,"Theo ghi nhận, Không trao đổi với giảng viên khi gặp điểm nghẽn nội dung",Liên hệ giảng viên để gỡ điểm nghẽn nội dung
2185,0.1306,Cao,Không ghi chép và ôn lại sau mỗi buổi học,Đăng ký giờ học tại thư viện/khu vực yên tĩnh
2186,0.9851,Tốt,Tổng hợp tài liệu/cheatsheet chia sẻ cho nhóm,Tham gia nghiên cứu nhỏ về kỹ thuật học tập
2187,0.0842,Cao,Thường xuyên sử dụng thiết bị số làm xao nhãng khi học,Sử dụng flashcards cho khái niệm trọng tâm và cập nhật tiến độ mỗi tuần
2188,0.3183,Cao,"Theo ghi nhận, Thiếu kỹ năng quản lý thời gian và ưu tiên công việc. Cần điều chỉnh thói quen học",Hệ quả là áp dụng Pomodoro (25/5) và tắt thông báo khi học
2189,0.8586,Tốt,"Trong học kỳ này, Lập kế hoạch học theo CLO và đo lường bằng rubric",Thực hiện project mở rộng gắn với CLO/PLO và cập nhật tiến độ mỗi tuần
2190,0.6373,Thấp,Có lịch học cố định vào buổi tối. Ảnh hưởng tới hiệu quả tự học,Thực hành ôn tập dạng đề tổng hợp
2191,0.9786,Tốt,"Trong học kỳ này, Tối ưu hóa phương pháp học qua thử nghiệm A/B. Ảnh hưởng tới hiệu quả tự học",Đề xuất workshop chia sẻ chiến lược tự học hiệu quả và cập nhật tiến độ mỗi tuần
2192,0.5556,Trung bình,Thiếu kiểm tra nhanh (quiz) để tự đánh giá. Cần điều chỉnh thói quen học,Ôn tập giãn cách (spaced) thay vì dồn trước kỳ thi và cập nhật tiến độ mỗi tuần
2193,0.9863,Tốt,Thực tế cho thấy Hoàn tất nội dung sớm và làm thêm bài nâng cao,Ghi nhận thành tích và làm case study ngắn
2194,0.6864,Thấp,"Trong học kỳ này, Thực hành bài mẫu sau mỗi chủ đề. Cần điều chỉnh thói quen học",Chia sẻ phương pháp học với bạn cùng lớp và cập nhật tiến độ mỗi tuần
2195,0.1165,Cao,Học đứt đoạn do lịch sinh hoạt không ổn định,Đăng ký giờ học tại thư viện/khu vực yên tĩnh
2196,0.6571,Thấp,Có checklist hoàn thành bài tập theo tuần,Thực hành ôn tập dạng đề tổng hợp và cập nhật tiến độ mỗi tuần
2197,0.8134,Thấp,Có lịch học cố định vào buổi tối. Cần điều chỉnh thói quen học,Duy trì nhịp độ hiện tại và tăng nhẹ độ khó bài tập và cập nhật tiến độ mỗi tuần
2198,0.6945,Thấp,Có lịch học cố định vào buổi tối. Cần điều chỉnh thói quen học,Cập nhật dashboard tiến độ công khai cho nhóm
